"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal_caption","Descripcio_dia_setmana","Dia_setmana","Descripcio_tipus_dia","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_tipus_accident","Coordenada_UTM_X","Coordenada_UTM_Y","Longitud","Latitud"
"2017S002083    ",10,"Sant Martí",71,"Provençals del Poblenou",44403,"BAC DE RODA / Bolívia                             ","0228 0228","Dimecres","Dc","Laboral",2017,3,"Març",15,10,"Matí","Col.lisió lateral","433319.7","4584815.14","2.201047","41.410274"
"2017S003100    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"Corts Catalanes / Selva de Mar                    ",20750000,"Dimarts","Dm","Laboral",2017,4,"Abril",4,10,"Matí","Col.lisió lateral","433366.47","4585249.15","2.201561","41.414187"
"2017S005878    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"Corts Catalanes / Selva de Mar                    ",20750000,"Dimecres","Dc","Laboral",2017,7,"Juliol",5,16,"Tarda","Col.lisió lateral","433366.47","4585249.15","2.201561","41.414187"
"2017S010558    ",10,"Sant Martí",71,"Provençals del Poblenou",169409,"Corts Catalanes                                   ","1042 1042","Dijous","Dj","Laboral",2017,12,"Desembre",21,13,"Matí","Col.lisió lateral","433348.96","4585184.79","2.201353","41.4136"
"2017S005995    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"Perú                                              ","0250 0250","Dilluns","Dl","Laboral",2017,7,"Juliol",10,14,"Tarda","Atropellament","433658.22","4585334.74","2.205046","41.414976"
"2017S000591    ",10,"Sant Martí",71,"Provençals del Poblenou",169409,"SELVA DE MAR / GV Corts Catalanes                 ","1174 1174","Diumenge","Dg","Laboral",2017,1,"Gener",22,19,"Tarda","Atropellament","433922.65","4585745.39","2.208159","41.4187"
"2017S002131    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"PERÚ / Selva de Mar                               ","0272 0272","Dijous","Dj","Laboral",2017,3,"Març",16,22,"Nit","Col.lisió frontal","433728.49","4585403.92","2.205876","41.415604"
"2017S009250    ",10,"Sant Martí",71,"Provençals del Poblenou",322608,"Selva de Mar                                      ","0111U0111U","Dijous","Dj","Laboral",2017,11,"Novembre",9,3,"Nit","Xoc contra element estàtic","433665.94","4584960.93","2.20517","41.411609"
"2017S003787    ",10,"Sant Martí",71,"Provençals del Poblenou",44403,"Espronceda / Bolívia                              ","0206 0206","Divendres","Dv","Laboral",2017,4,"Abril",28,13,"Matí","Caiguda (dues rodes)","433213.52","4584711.11","2.19979","41.409328"
"2017S001468    ",10,"Sant Martí",71,"Provençals del Poblenou",356202,"BAC DE RODA / Pere IV                             ","0047B0047B","Dimecres","Dc","Laboral",2017,2,"Febrer",22,12,"Matí","Col.lisió lateral","433823.71","4584790.26","2.207079","41.41009"
"2017S000162    ",10,"Sant Martí",71,"Provençals del Poblenou",356202,"AV DIAGONAL / Bilbao                              ","0048 0048","Dissabte","Ds","Laboral",2017,1,"Gener",7,21,"Tarda","Col.lisió fronto-lateral","433806.64","4584732.56","2.206882","41.409567"
"2017S003628    ",10,"Sant Martí",71,"Provençals del Poblenou",30409,"Bac de Roda                                       ","0109X0109X","Diumenge","Dg","Laboral",2017,4,"Abril",23,15,"Tarda","Col.lisió lateral","433494.35","4584561.5","2.203169","41.408001"
"2017S004402    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"Perú / Poblenou                                   ","0044B0044B","Dijous","Dj","Laboral",2017,5,"Maig",18,10,"Matí","Col.lisió lateral","432708.11","4584406.09","2.193783","41.406539"
"2017S001391    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",242906,"AV DIAGONAL                                       ","0440 0440","Diumenge","Dg","Laboral",2017,2,"Febrer",19,18,"Tarda","Atropellament","434189.23","4584920.05","2.211444","41.411291"
"2017S007872    ",10,"Sant Martí",68,"el Poblenou",180401,"Lope de Vega                                      ","0041 0043","Divendres","Dv","Laboral",2017,9,"Setembre",22,22,"Nit","Xoc contra element estàtic","433714.42","4583956.15","2.205867","41.40257"
"2017S000512    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",95801,"SELVA DE MAR                                      ","0033 0033","Dijous","Dj","Laboral",2017,1,"Gener",19,13,"Matí","Abast","434099.7","4584216.71","2.210444","41.404943"
"2017S003720    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",95801,"Pellaires / Ferrers                               ","0039 0039","Dimecres","Dc","Laboral",2017,4,"Abril",26,17,"Tarda","Caiguda (dues rodes)","434114.25","4584235.29","2.210621","41.405116"
"2017S007031    ",10,"Sant Martí",68,"el Poblenou",115603,"Espronceda                                        ","0115 0115","Dijous","Dj","Laboral",2017,8,"Agost",17,9,"Matí","Col.lisió lateral","433578.25","4584283.15","2.204204","41.405504"
"2017S003944    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",144601,"Diagonal / Pallars                                ","0082X0082X","Dijous","Dj","Laboral",2017,5,"Maig",4,8,"Matí","Col.lisió lateral","433923.95","4584658.19","2.20829","41.40891"
"2017S002169    ",10,"Sant Martí",68,"el Poblenou",42306,"BAC DE RODA / Pallars                             ","0044 0044","Divendres","Dv","Laboral",2017,3,"Març",17,19,"Tarda","Col.lisió lateral","433505.68","4584017.43","2.20336","41.403102"
"2017S001101    ",10,"Sant Martí",68,"el Poblenou",110009,"RBLA POBLENOU / Doctor Trueta                     ","0218 0218","Dijous","Dj","Laboral",2017,2,"Febrer",9,19,"Tarda","Atropellament","433530.93","4583708.67","2.203693","41.400321"
"2017S001792    ",10,"Sant Martí",68,"el Poblenou",242906,"LLACUNA / Almogàvers                              ","0233 0235","Dissabte","Ds","Laboral",2017,3,"Març",4,16,"Tarda","Abast","433208.45","4583987.84","2.19981","41.402807"
"2017S000494    ",10,"Sant Martí",68,"el Poblenou",242906,"PERE IV / Llacuna                                 ","0237 0237","Dimecres","Dc","Laboral",2017,1,"Gener",18,18,"Tarda","Atropellament","433213.49","4583992.87","2.19987","41.402853"
"2017S008465    ",10,"Sant Martí",68,"el Poblenou",701265,"Litoral (Besòs)                                   ",760000,"Dissabte","Ds","Laboral",2017,10,"Octubre",14,18,"Tarda","Abast","433705.19","4583102.38","2.205853","41.394877"
"2017S000676    ",10,"Sant Martí",68,"el Poblenou",71905,"BILBAO / Ramon Turró                              ","0033 0033","Dijous","Dj","Laboral",2017,1,"Gener",26,7,"Matí","Col.lisió fronto-lateral","433593.8","4583785.78","2.204438","41.40102"
"2017S007429    ",10,"Sant Martí",68,"el Poblenou",701265,"Litoral (Besòs)                                   ",780000,"Dimecres","Dc","Laboral",2017,9,"Setembre",6,13,"Matí","Xoc contra element estàtic","433557.81","4582963.81","2.204098","41.393613"
"2017S006353    ",10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Besòs)                                   ",730000,"Dijous","Dj","Laboral",2017,7,"Juliol",20,21,"Tarda","Col.lisió lateral","433885.39","4583341.96","2.20798","41.397045"
"2017S007840    ",10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)                               ",750000,"Divendres","Dv","Laboral",2017,9,"Setembre",22,2,"Nit","Xoc contra element estàtic","433762.35","4583188.31","2.206525","41.395657"
"2017S008676    ",10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)                               ",780000,"Divendres","Dv","Laboral",2017,10,"Octubre",20,14,"Tarda","Abast","433545.58","4582976.4","2.203953","41.393729"
"2017S005626    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",209900,"Sardenya / Meridiana                              ","0016 0018","Dimecres","Dc","Laboral",2017,6,"Juny",28,11,"Matí","Abast","432141.2","4582925.47","2.187166","41.393153"
"2017S002433    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",242906,"JOAN D'ÀUSTRIA / Av Meridiana                     ","0090 0090","Diumenge","Dg","Laboral",2017,3,"Març",26,22,"Nit","Atropellament","432361.51","4583142.17","2.189773","41.395126"
"2017S009076    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",242906,"Àlaba / Pallars                                   ","0130B0130B","Divendres","Dv","Laboral",2017,11,"Novembre",3,11,"Matí","Col.lisió fronto-lateral","432594.57","4583362.12","2.192535","41.397127"
"2017S008152    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",243206,"Pallars / Pamplona                                ","0083 0083","Dimarts","Dm","Laboral",2017,10,"Octubre",3,16,"Tarda","Caiguda interior vehicle","432522.32","4583272.28","2.191684","41.39631"
"2017S005349    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",701414,"Corts Catalanes                                   ",20610000,"Dilluns","Dl","Laboral",2017,6,"Juny",19,9,"Matí","Xoc contra element estàtic","432364.82","4584274.74","2.189682","41.405321"
"2017S005349    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",701414,"Corts Catalanes                                   ",20610000,"Dilluns","Dl","Laboral",2017,6,"Juny",19,9,"Matí","Col.lisió lateral","432364.82","4584274.74","2.189682","41.405321"
"2017S001805    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",701816,"GV CORTS CATALANES                                ","0001 0001","Dissabte","Ds","Laboral",2017,3,"Març",4,19,"Tarda","Abast","432198.66","4583921.54","2.187736","41.402128"
"2017S001937    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",50803,"ALMOGÀVERS / Marina                               ","0025 0027","Dijous","Dj","Laboral",2017,3,"Març",9,17,"Tarda","Abast","431965.72","4582795.23","2.185075","41.391967"
"2017S006522    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",4908,"Àlaba                                             ","0109 0115","Dimecres","Dc","Laboral",2017,7,"Juliol",26,13,"Matí","Caiguda (dues rodes)","432435.06","4583549","2.190612","41.398798"
"2017S003965    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",270901,"Pujades / Pamplona                                ","0057 0057","Dijous","Dj","Laboral",2017,5,"Maig",4,19,"Tarda","Col.lisió fronto-lateral","432585.19","4583200.75","2.192446","41.395667"
"2017S009182    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",311703,"Sancho de Ávila / Zamora                          ","0015X0015X","Dimarts","Dm","Laboral",2017,11,"Novembre",7,9,"Matí","Col.lisió lateral","432225.16","4583407.86","2.188116","41.397501"
"2017S001533    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",76807,"PG PUJADES                                        ","0061 0061","Divendres","Dv","Laboral",2017,2,"Febrer",24,13,"Matí","Col.lisió lateral","432171.5","4582853.29","2.187533","41.392507"
"2017S001278    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",186703,"PG PUJADES / Wellington                           ","0011 0011","Dimecres","Dc","Laboral",2017,2,"Febrer",15,18,"Tarda","Col.lisió fronto-lateral","432263.79","4582712.2","2.188649","41.391244"
"2017S009850    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",270901,"Pujades / Meridiana                               ","0002 0002","Diumenge","Dg","Laboral",2017,11,"Novembre",26,17,"Tarda","Caiguda (dues rodes)","432149.87","4582734.83","2.187283","41.391433"
"2017S006050    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",270901,"Pujades / Meridiana                               ","0002 0002","Dimecres","Dc","Laboral",2017,7,"Juliol",12,1,"Nit","Col.lisió lateral","432149.87","4582734.83","2.187283","41.391433"
"2017S002456    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",368008,"SARDENYA / Pujades                                ","0074 0074","Dilluns","Dl","Laboral",2017,3,"Març",27,19,"Tarda","Col.lisió fronto-lateral","432076.02","4582790.54","2.186403","41.391931"
"2017S001448    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",148704,"AV DIAGONAL / Roc Boronat                         ","0119 0121","Dimarts","Dm","Laboral",2017,2,"Febrer",21,14,"Tarda","Atropellament","432650.03","4583899.38","2.193145","41.401968"
"2017S008627    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",11200,"Almogàvers / Badajoz                              ","0168 0170","Dijous","Dj","Laboral",2017,10,"Octubre",19,13,"Matí","Atropellament","432686.49","4583634.28","2.193605","41.399584"
"2017S009353    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",148704,"Ciutat de Granada / Diagonal                      ","0167 0167","Dissabte","Ds","Laboral",2017,11,"Novembre",11,15,"Tarda","Caiguda (dues rodes)","432363.7","4584196.23","2.189679","41.404619"
"2017S007929    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700654,"Litoral                                           ","0081 0081","Dilluns","Dl","Laboral",2017,9,"Setembre",25,15,"Tarda","Col.lisió lateral","434417.76","4583949.58","2.214277","41.402564"
"2017S001887    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700654,"BILBAO / Pg Taulat                                ","0087 0087","Dimecres","Dc","Laboral",2017,3,"Març",8,6,"Matí","Xoc contra element estàtic","434417.76","4583949.58","2.214277","41.402564"
"2017S000127    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",181608,"AV DIAGONAL / Ciutat de Granada                   ","0124X0124X","Dijous","Dj","Laboral",2017,1,"Gener",5,23,"Nit","Col.lisió fronto-lateral","432767.97","4584002.4","2.194533","41.402905"
"2017S008323    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"Garcia Fària                                      ","0073 0073","Dissabte","Ds","Laboral",2017,7,"Juliol",15,13,"Matí","Abast","434506.78","4584215.19","2.215313","41.404968"
"2017S006691    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral / Josep Pla                               ",590000,"Dimecres","Dc","Laboral",2017,8,"Agost",2,14,"Tarda","Atropellament","434814.7","4584391.21","2.218978","41.406578"
"2017S008605    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)                               ",590000,"Dimecres","Dc","Laboral",2017,10,"Octubre",18,20,"Tarda","Abast","434803.19","4584402.67","2.218846","41.406676"
"2017S003167    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Garcia Fària / Josep Pla                          ",590000,"Dimecres","Dc","Laboral",2017,4,"Abril",5,19,"Tarda","Atropellament","434803.19","4584402.67","2.218846","41.406676"
"2017S006784    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",29206,"Àvila / Bolívia                                   ","0160 0160","Dissabte","Ds","Laboral",2017,8,"Agost",5,17,"Tarda","Abast","432354.07","4583848.8","2.18961","41.401484"
"2017S005534    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Garcia Fària / Selva de Mar                       ",630000,"Diumenge","Dg","Laboral",2017,6,"Juny",25,20,"Tarda","Atropellament","434515.94","4584120.29","2.215431","41.404113"
"2017S006839    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"B-10 (Llobregat)                                  ",24,"Dimarts","Dm","Laboral",2017,8,"Agost",8,13,"Matí","Caiguda (dues rodes)","434723.77","4584307.91","2.217899","41.405814"
"2017S007669    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701278,"Taulat                                            ","0262X0262X","Dissabte","Ds","Laboral",2017,9,"Setembre",16,15,"Tarda","Abast","434640.54","4584607.14","2.216874","41.408509"
"2017S006671    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",249304,"Pere IV / Pallars                                 ","0087 0087","Dimarts","Dm","Laboral",2017,8,"Agost",1,20,"Tarda","Col.lisió lateral","432719.94","4583510.68","2.194014","41.39847"
"2017S003444    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral                                           ",670000,"Dilluns","Dl","Laboral",2017,4,"Abril",17,18,"Tarda","Col.lisió fronto-lateral","434241.83","4583823.22","2.212185","41.401415"
"2017S007115    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)                               ",640000,"Dimarts","Dm","Laboral",2017,8,"Agost",22,9,"Matí","Abast","434443.92","4584049.57","2.214577","41.403467"
